total,available,percent,used,free,active,inactive,buffers,cached,shared,slab,dataset,buffer_error,total_dataset
7206719488,2120597504,70.6,4840923136,1395187712,2228473856,3307458560,10948608,959660032,45056,110366720,33000,False,100000
7206719488,2120933376,70.6,4840501248,1394126848,2228473856,3308879872,10948608,961142784,45056,110379008,34000,False,100000
7206719488,2120867840,70.6,4840280064,1392132096,2228518912,3311185920,10948608,963358720,45056,110436352,35000,False,100000
7206719488,2118426624,70.6,4842733568,1388195840,2228518912,3314417664,10948608,964841472,45056,110465024,36000,False,100000
7206719488,2116947968,70.6,4844298240,1385095168,2228527104,3317362688,10964992,966361088,45056,110501888,37000,False,100000
7206719488,2116767744,70.6,4844613632,1383194624,2228527104,3319611392,10964992,967946240,45056,110522368,38000,False,100000
7206719488,2119315456,70.6,4841979904,1384230912,2228527104,3316789248,10964992,969543680,45056,110546944,39000,False,100000
7206719488,2118746112,70.6,4842319872,1382227968,2228527104,3318210560,10964992,971206656,45056,110571520,40000,False,100000
7206719488,2118991872,70.6,4842328064,1380417536,2228527104,3320242176,10964992,973008896,45056,110616576,41000,False,100000
7206719488,2119704576,70.6,4841398272,1379577856,2228531200,3321778176,10964992,974778368,45056,110645248,42000,False,100000
7206719488,2119725056,70.6,4841525248,1378226176,2228531200,3323138048,10964992,976003072,45056,110665728,43000,False,100000
7206719488,2119933952,70.6,4841357312,1376448512,2228531200,3325173760,10964992,977948672,45056,110702592,44000,False,100000
7206719488,2119471104,70.6,4841779200,1374740480,2228531200,3326406656,10964992,979234816,45056,110727168,45000,False,100000
7206719488,2119225344,70.6,4841779200,1372999680,2228531200,3327885312,10964992,980975616,45056,110759936,46000,False,100000
7206719488,2119471104,70.6,4841717760,1371385856,2228531200,3329724416,10964992,982650880,45056,110813184,47000,False,100000
7206719488,2119897088,70.6,4840968192,1370255360,2228531200,3331260416,10964992,984530944,45056,110858240,48000,False,100000
7206719488,2120044544,70.6,4840935424,1368186880,2228539392,3333378048,10964992,986632192,45056,111104000,49000,False,100000
7206719488,2120126464,70.6,4840906752,1366900736,2228539392,3334729728,10964992,987947008,45056,111132672,50000,False,100000
7206719488,2119544832,70.6,4841443328,1364701184,2228539392,3336335360,10964992,989609984,45056,111161344,51000,False,100000
7206719488,2119843840,70.6,4841078784,1363382272,2228539392,3337924608,10964992,991293440,45056,111214592,52000,False,100000
7206719488,2119655424,70.6,4841197568,1361883136,2228535296,3339022336,10964992,992673792,45056,111243264,53000,False,100000
7206719488,2120028160,70.6,4840898560,1360269312,2228535296,3340988416,10964992,994586624,45056,111288320,54000,False,100000
7206719488,2120822784,70.6,4840071168,1359564800,2228535296,3342471168,10964992,996118528,45056,111316992,55000,False,100000
7206719488,2120687616,70.6,4840251392,1357697024,2228527104,3343994880,10964992,997806080,45056,111349760,56000,False,100000
7206719488,2120626176,70.6,4840222720,1356017664,2228527104,3345600512,10964992,999514112,45056,111378432,57000,False,100000
7206719488,2120474624,70.6,4840370176,1354371072,2228527104,3347079168,10964992,1001013248,45056,111411200,58000,False,100000
7206719488,2120601600,70.6,4840140800,1352695808,2228527104,3348860928,10964992,1002917888,45056,111460352,59000,False,100000
7206719488,2120077312,70.6,4840665088,1351049216,2228527104,3349966848,10964992,1004040192,45056,111489024,60000,False,100000
7206719488,2120601600,70.6,4840206336,1349402624,2228527104,3352117248,10964992,1006145536,45056,111534080,61000,False,100000
7206719488,2119909376,70.6,4840742912,1347661824,2228527104,3353124864,10964992,1007349760,45056,111624192,62000,False,100000
7206719488,2120159232,70.6,4840513536,1345855488,2228527104,3355164672,10964992,1009385472,45056,111656960,63000,False,100000
7206719488,2120847360,70.6,4839854080,1344987136,2228527104,3356700672,10964992,1010913280,45056,111697920,64000,False,100000
7206719488,2120364032,70.6,4840308736,1342824448,2228527104,3358367744,10964992,1012621312,45056,111722496,65000,False,100000
7206719488,2120724480,70.6,4839976960,1341440000,2228527104,3360096256,10964992,1014337536,45056,111751168,66000,False,100000
7206719488,2120138752,70.6,4840673280,1339310080,2228674560,3361525760,10964992,1015771136,45056,111767552,67000,False,100000
7206719488,2120384512,70.6,4840239104,1337794560,2228678656,3363385344,10964992,1017720832,45056,111812608,68000,False,100000
